SBA.Physical.Declaration.Number,SBA.EIDL.Declaration.Number,FEMA.Disaster.Number,SBA.Disaster.Number,Damaged.Property.City.Name,Damaged.Property.Zip.Code,Damaged.Property.County.Parish.Name,Damaged.Property.State.Code,Total.Verified.Loss,Verified.Loss.Real.Estate,Verified.Loss.Content,Total.Approved.Loan.Amount,Approved.Amount.Real.Estate,Approved.Amount.Content,Approved.Amount.EIDL,Year
14405,14406,4235,MP-00005,SUSUPE VILLAGE,96950,SAIPAN,MP,203010,54172,148838,0,0,0,0,2015
14405,14406,4235,MP-00005,TAMAPAG VILLAGE,96950,SAIPAN,MP,178146,143449,34697,0,0,0,0,2015
14413,14414,4237,SD-00067,BATESLAND,57716,OGLALA LAKOTA,SD,39196,39196,0,39200,39200,0,0,2015
14413,14414,4237,SD-00067,KYLE,57752,OGLALA LAKOTA,SD,48818,0,48818,0,0,0,0,2015
14419,14420,4239,KY-00058,FLATGAP,41219,JOHNSON,KY,793453,590972,202481,667400,450600,181300,35500,2015
14419,14420,4239,KY-00058,HYDEN,41749,LESLIE,KY,18000,18000,0,18000,18000,0,0,2015
14419,14420,4239,KY-00058,SITKA,41255,JOHNSON,KY,57298,57298,0,25000,25000,0,0,2015
14419,14420,4239,KY-00058,STAFFORDSVILLE,41256,JOHNSON,KY,58866,58866,0,46700,45100,0,1600,2015
14428,14429,,MO-00075,CRYSTAL CITY,63019,JEFFERSON,MO,172014,172014,0,0,0,0,0,2015
14428,14429,,MO-00075,DE SOTO,63020,JEFFERSON,MO,22000,0,22000,35200,0,22000,13200,2015
14428,14429,,MO-00075,EWING,63440,LEWIS,MO,28570,28570,0,0,0,0,0,2015
14428,14429,,MO-00075,FESTUS,63028,JEFFERSON,MO,862141,304200,557941,68200,0,58200,10000,2015
14428,14429,,MO-00075,HANNIBAL,63401,MARION,MO,71487,65697,5790,0,0,0,0,2015
14428,14429,,MO-00075,HILLSBORO,63050,JEFFERSON,MO,24850,0,24850,30700,0,24900,5800,2015
14428,14429,,MO-00075,LOUISIANA,63353,PIKE,MO,75348,72096,3252,0,0,0,0,2015
14428,14429,,MO-00075,MINERAL POINT,63660,WASHINGTON,MO,55163,52463,2700,0,0,0,0,2015
14428,14429,,MO-00075,QUINCY,62301,ADAMS,IL,102125,60935,41190,24500,100,24400,0,2015
14428,14429,,MO-00075,TAYLOR,63471,MARION,MO,1097833,1038245,59588,150200,133200,12000,5000,2015
14428,14429,,MO-00075,WINFIELD,63389,LINCOLN,MO,129330,116355,12975,99700,99700,0,0,2015
14430,14431,,IN-00055,DECATUR,46733,ADAMS,IN,43095,43095,0,0,0,0,0,2015
14430,14431,,IN-00055,LA FONTAINE,46940,WABASH,IN,73250,0,73250,0,0,0,0,2015
14430,14431,,IN-00055,MADISON,47250,JEFFERSON,IN,379989,310119,69870,31700,28600,3100,0,2015
14430,14431,,IN-00055,MARTINSVILLE,46151,MORGAN,IN,3572,3572,0,0,0,0,0,2015
14430,14431,,IN-00055,MOORESVILLE,46158,MORGAN,IN,59653,59653,0,59700,59700,0,0,2015
14430,14431,,IN-00055,NASHVILLE,47448,BROWN,IN,227701,109375,118326,38100,35800,2300,0,2015
14432,14433,,VA-00057,BLUEFIELD,24605,TAZEWELL,VA,53566,41166,12400,48000,41200,2000,4800,2015
14434,14435,,NY-00162,WESTFIELD,14787,CHAUTAUQUA,NY,127940,127940,0,69200,64400,0,4800,2015
14441,14442,,AK-00031,WILLOW,99688,CHUGACH REAA (10),AK,69775,0,69775,53700,0,53700,0,2015
14441,14442,,AK-00031,WILLOW,99688,MATANUSKA-SUSITNA BOROUGH,AK,76836,76836,0,0,0,0,0,2015
14448,14449,,IL-00046,COAL CITY,60416,GRUNDY,IL,191607,164138,27469,34600,34600,0,0,2015
14448,14449,,IL-00046,WATSEKA,60970,IROQUOIS,IL,2325,2325,0,0,0,0,0,2015
14450,14451,,CA-00237,LOWER LAKE,95457,LAKE,CA,70724,62224,8500,17000,0,0,17000,2015
14460,14461,,SC-00028,NORTH CHARLESTON,29418,CHARLESTON,SC,153249,42728,110521,0,0,0,0,2015
14460,14461,,SC-00028,SAINT STEPHEN,29479,BERKELEY,SC,10044,10044,0,0,0,0,0,2015
14472,14473,,KY-00060,HAZARD,41701,PERRY,KY,1722023,1421441,300582,276300,19400,213200,43700,2015
14474,14475,4240,CA-00238,COBB,95426,LAKE,CA,2459357,2126570,332787,419900,353000,36400,30500,2015
14474,14475,4240,CA-00238,HIDDEN VALLEY LAKE,95467,LAKE,CA,815126,563622,251504,387600,262300,18200,107100,2015
14474,14475,4240,CA-00238,LOCH LOMOND,95461,LAKE,CA,613916,487856,126060,102100,61300,40800,0,2015
14474,14475,4240,CA-00238,LOWER LAKE,95457,LAKE,CA,663278,661728,1550,311500,162100,1500,147900,2015
14474,14475,4240,CA-00238,MIDDLETOWN,94567,LAKE,CA,212267,212267,0,0,0,0,0,2015
14474,14475,4240,CA-00238,MIDDLETOWN,95461,LAKE,CA,19127114,17514268,1612846,1317500,714300,258900,344300,2015
14474,14475,4240,CA-00238,MOKELUMNE HILL,95245,CALAVERAS,CA,161610,79870,81740,0,0,0,0,2015
14474,14475,4240,CA-00238,MOUNTAIN RANCH,95246,CALAVERAS,CA,1570569,1271625,298944,449900,249900,0,200000,2015
14474,14475,4240,CA-00238,PINE GROVE,95665,AMADOR,CA,0,0,0,8700,0,0,8700,2015
14474,14475,4240,CA-00238,SAN ANDREAS,95249,CALAVERAS,CA,0,0,0,95600,0,0,95600,2015
14474,14475,4240,CA-00238,WALLACE,95254,CALAVERAS,CA,76010,0,76010,0,0,0,0,2015
14484,14485,,FL-00107,LUTZ,33558,HILLSBOROUGH,FL,17700,17700,0,11800,9400,0,2400,2015
14484,14485,,FL-00107,NEW PORT RICHEY,34655,PASCO,FL,5175,0,5175,0,0,0,0,2015
14484,14485,,FL-00107,ODESSA,33556,HILLSBOROUGH,FL,8237,4268,3969,0,0,0,0,2015
14484,14485,,FL-00107,RIDGE MANOR,33523,PASCO,FL,936,936,0,0,0,0,0,2015
14405,14406,4235,MP-00005,GARAPAN,96950,NORTHERN MARIANA ISLANDS,MP,131684,81858,49826,0,0,0,0,2015
14405,14406,4235,MP-00005,GARAPAN,96950,SAIPAN,MP,998000,683779,314221,0,0,0,0,2015
14405,14406,4235,MP-00005,GARAPAN VILLAGE,96950,SAIPAN,MP,274557,173820,100737,0,0,0,0,2015
14405,14406,4235,MP-00005,Gualo Rai Village,96950,NORTHERN MARIANA ISLANDS,MP,107005,107005,0,0,0,0,0,2015
14405,14406,4235,MP-00005,GUALO RAI VILLAGE,96950,SAIPAN,MP,169650,168450,1200,0,0,0,0,2015
14405,14406,4235,MP-00005,GUALO-RAI VILLAGE,96950,SAIPAN,MP,5999,5999,0,0,0,0,0,2015
14405,14406,4235,MP-00005,KANNAT TABLA,96950,NORTHERN MARIANA ISLANDS,MP,484506,477491,7015,0,0,0,0,2015
14405,14406,4235,MP-00005,KOBLERVILLE VILLAGE,96950,SAIPAN,MP,41200,0,41200,0,0,0,0,2015
14405,14406,4235,MP-00005,LITO VILLAGE,96950,SAIPAN,MP,63562,57062,6500,0,0,0,0,2015
14405,14406,4235,MP-00005,ROTA,96951,SAIPAN,MP,35066,26529,8537,0,0,0,0,2015
14405,14406,4235,MP-00005,Saipan,96950,NORTHERN MARIANA ISLANDS,MP,10639423,9132939,1506484,0,0,0,0,2015
14405,14406,4235,MP-00005,SAIPAN,96950,SAIPAN,MP,67602935,62318408,5284527,15541400,13735700,722400,1057700,2015
14405,14406,4235,MP-00005,SAIPAN,96951,SAIPAN,MP,35066,26529,8537,0,0,0,0,2015
14405,14406,4235,MP-00005,SAIPAN,98950,SAIPAN,MP,260880,259880,1000,260900,259900,1000,0,2015
14405,14406,4235,MP-00005,Saipan,96950,SAIPAN,MP,12412494,12206362,206132,6983200,6840600,119800,22800,2015
14405,14406,4235,MP-00005,SAN ANTONIO,96950,NORTHERN MARIANA ISLANDS,MP,51604,27434,24170,0,0,0,0,2015
14405,14406,4235,MP-00005,SAN JOSE,96950,SAIPAN,MP,1660,120,1540,0,0,0,0,2015
14405,14406,4235,MP-00005,SAN JOSE VILLAGE,96950,SAIPAN,MP,14310,11310,3000,0,0,0,0,2015
14405,14406,4235,MP-00005,SAN VICENTE,96950,SAIPAN,MP,99609,66569,33040,0,0,0,0,2015
14405,14406,4235,MP-00005,ST VINCENTE,96950,NORTHERN MARIANA ISLANDS,MP,51604,27434,24170,0,0,0,0,2015
14405,14406,4235,MP-00005,SUSUPE,96950,SAIPAN,MP,79628,64868,14760,0,0,0,0,2015
14405,14406,4235,MP-00005,SUSUPE DISTRICT 5,96950,SAIPAN,MP,20230,20230,0,0,0,0,0,2015
14405,14406,4235,MP-00005,SUSUPE VILLAGE,96950,NORTHERN MARIANA ISLANDS,MP,484506,477491,7015,0,0,0,0,2015
14405,14406,4235,MP-00005,SUSUPE VILLAGE,96950,SAIPAN,MP,203010,54172,148838,0,0,0,0,2015
14405,14406,4235,MP-00005,TAMAPAG VILLAGE,96950,SAIPAN,MP,178146,143449,34697,0,0,0,0,2015
14405,14406,4235,MP-00005,TANAPAG VILLAGE,96950,NORTHERN MARIANA ISLANDS,MP,178146,143449,34697,0,0,0,0,2015
14413,14414,4237,SD-00067,BATESLAND,57716,OGLALA LAKOTA,SD,117588,117588,0,117600,117600,0,0,2015
14413,14414,4237,SD-00067,KYLE,57752,OGLALA LAKOTA,SD,48818,0,48818,0,0,0,0,2015
14413,14414,4237,SD-00067,PINE RIDGE,57770,OGLALA LAKOTA,SD,39196,39196,0,39200,39200,0,0,2015
14419,14420,4239,KY-00058,FLATGAP,41219,JOHNSON,KY,793453,590972,202481,667400,450600,181300,35500,2015
14419,14420,4239,KY-00058,HYDEN,41749,LESLIE,KY,18000,18000,0,18000,18000,0,0,2015
14419,14420,4239,KY-00058,SITKA,41255,JOHNSON,KY,57298,57298,0,25000,25000,0,0,2015
14419,14420,4239,KY-00058,STAFFORDSVILLE,41256,JOHNSON,KY,58866,58866,0,46700,45100,0,1600,2015
14428,14429,MO-00075,CRYSTAL CITY,63019,JEFFERSON,MO,172014,172014,0,0,0,0,0,,2015
14428,14429,MO-00075,DE SOTO,63020,JEFFERSON,MO,22000,0,22000,35200,0,22000,13200,,2015
14428,14429,MO-00075,EWING,63440,LEWIS,MO,28570,28570,0,0,0,0,0,,2015
14428,14429,MO-00075,FESTUS,63028,JEFFERSON,MO,862141,304200,557941,68200,0,58200,10000,,2015
14428,14429,MO-00075,HANNIBAL,63401,MARION,MO,71487,65697,5790,0,0,0,0,,2015
14428,14429,MO-00075,HILLSBORO,63050,JEFFERSON,MO,24850,0,24850,30700,0,24900,5800,,2015
14428,14429,MO-00075,LOUISIANA,63353,PIKE,MO,75348,72096,3252,0,0,0,0,,2015
14428,14429,MO-00075,MINERAL POINT,63660,WASHINGTON,MO,55163,52463,2700,0,0,0,0,,2015
14428,14429,MO-00075,Mineral Point,63660,WASHINGTON,MO,55163,52463,2700,0,0,0,0,,2015
14428,14429,MO-00075,QUINCY,62301,ADAMS,IL,102125,60935,41190,24500,100,24400,0,,2015
14428,14429,MO-00075,TAYLOR,63471,MARION,MO,1097833,1038245,59588,150200,133200,12000,5000,,2015
14428,14429,MO-00075,Taylor,63471,MARION,MO,13790784,13790784,0,1120000,1120000,0,0,,2015
14428,14429,MO-00075,WINFIELD,63389,LINCOLN,MO,129330,116355,12975,99700,99700,0,0,,2015
14430,14431,IN-00055,DECATUR,46733,ADAMS,IN,43095,43095,0,0,0,0,0,,2015
14430,14431,IN-00055,LA FONTAINE,46940,WABASH,IN,73250,0,73250,0,0,0,0,,2015
14430,14431,IN-00055,MADISON,47250,JEFFERSON,IN,1552737,1482867,69870,31700,28600,3100,0,,2015
14430,14431,IN-00055,MARTINSVILLE,46151,MORGAN,IN,3572,3572,0,0,0,0,0,,2015
14430,14431,IN-00055,MOORESVILLE,46158,MORGAN,IN,59653,59653,0,59700,59700,0,0,,2015
14430,14431,IN-00055,NASHVILLE,47448,BROWN,IN,227701,109375,118326,38100,35800,2300,0,,2015
14432,14433,VA-00057,BLUEFIELD,24605,TAZEWELL,VA,53566,41166,12400,48000,41200,2000,4800,,2015
14434,14435,NY-00162,WESTFIELD,14787,CHAUTAUQUA,NY,127940,127940,0,69200,64400,0,4800,,2015
14434,14435,NY-00162,Westfield,14787,CHAUTAUQUA,NY,383820,383820,0,207600,193200,0,14400,,2015
14441,14442,AK-00031,WILLOW,99688,CHUGACH REAA (10),AK,69775,0,69775,53700,0,53700,0,,2015
14441,14442,AK-00031,WILLOW,99688,MATANUSKA-SUSITNA BOROUGH,AK,76836,76836,0,0,0,0,0,,2015
14448,14449,IL-00046,COAL CITY,60416,GRUNDY,IL,191607,164138,27469,34600,34600,0,0,,2015
14448,14449,IL-00046,WATSEKA,60970,IROQUOIS,IL,2325,2325,0,0,0,0,0,,2015
14450,14451,CA-00237,LOWER LAKE,95457,LAKE,CA,70724,62224,8500,17000,0,0,17000,,2015
14460,14461,SC-00028,NORTH CHARLESTON,29418,CHARLESTON,SC,153249,42728,110521,0,0,0,0,,2015
14460,14461,SC-00028,SAINT STEPHEN,29479,BERKELEY,SC,20088,20088,0,0,0,0,0,,2015
14472,14473,KY-00060,HAZARD,41701,PERRY,KY,1722023,1421441,300582,276300,19400,213200,43700,,2015
14474,14475,4240,CA-00238,COBB,95426,LAKE,CA,2944430,2602943,341487,419900,353000,36400,30500,2015
14474,14475,4240,CA-00238,HIDDEN VALLEY LAKE,95467,LAKE,CA,1219778,960874,258904,508400,367200,25600,115600,2015
14474,14475,4240,CA-00238,LOCH LOMOND,95461,LAKE,CA,613916,487856,126060,102100,61300,40800,0,2015
14474,14475,4240,CA-00238,LOWER LAKE,95457,LAKE,CA,663278,661728,1550,311500,162100,1500,147900,2015
14474,14475,4240,CA-00238,MIDDLETOWN,94567,LAKE,CA,212267,212267,0,0,0,0,0,2015
14474,14475,4240,CA-00238,MIDDLETOWN,95461,LAKE,CA,25260409,23436452,1823957,1420900,806900,269700,344300,2015
14474,14475,4240,CA-00238,Middletown,95461,LAKE,CA,6457478,6267457,190021,156800,148200,5100,3500,2015
14474,14475,4240,CA-00238,MOKELUMNE HILL,95245,CALAVERAS,CA,161610,79870,81740,0,0,0,0,2015
14474,14475,4240,CA-00238,MOUNTAIN RANCH,95246,CALAVERAS,CA,1570569,1271625,298944,449900,249900,0,200000,2015
14474,14475,4240,CA-00238,Mountain Ranch,95246,CALAVERAS,CA,79138,64833,14305,0,0,0,0,2015
14474,14475,4240,CA-00238,PINE GROVE,95665,AMADOR,CA,0,0,0,8700,0,0,8700,2015
14474,14475,4240,CA-00238,SAN ANDREAS,95249,CALAVERAS,CA,0,0,0,95600,0,0,95600,2015
14474,14475,4240,CA-00238,WALLACE,95254,CALAVERAS,CA,76010,0,76010,0,0,0,0,2015
14484,14485,FL-00107,LUTZ,33558,HILLSBOROUGH,FL,17700,17700,0,11800,9400,0,2400,,2015
14484,14485,FL-00107,NEW PORT RICHEY,34655,PASCO,FL,5175,0,5175,0,0,0,0,,2015
14484,14485,FL-00107,ODESSA,33556,HILLSBOROUGH,FL,8237,4268,3969,0,0,0,0,,2015
14484,14485,FL-00107,RIDGE MANOR,33523,PASCO,FL,936,936,0,0,0,0,0,,2015
14495,14496,4241,SC-00031,ADAMS RUN,29426,CHARLESTON,SC,688,688,0,50700,700,0,50000,2016
14495,14496,4241,SC-00031,ALCOLU,29001,CLARENDON,SC,22384,22384,0,35400,9500,0,25900,2016
14495,14496,4241,SC-00031,ALVIN,29479,BERKELEY,SC,73577,73577,0,0,0,0,0,2016
14495,14496,4241,SC-00031,ANDREWS,29510,GEORGETOWN,SC,833220,771616,61604,294800,258200,29400,7200,2016
14495,14496,4241,SC-00031,ANDREWS,29510,WILLIAMSBURG,SC,180995,151015,29980,87100,0,0,87100,2016
14495,14496,4241,SC-00031,AWENDAW,29429,CHARLESTON,SC,30802,13253,17549,3600,3600,0,0,2016
14495,14496,4241,SC-00031,AYNOR,29511,HORRY,SC,719,0,719,0,0,0,0,2016
14495,14496,4241,SC-00031,BAMBERG,29003,BAMBERG,SC,78492,78142,350,78600,78300,300,0,2016
14495,14496,4241,SC-00031,BISHOPVILLE,29010,LEE,SC,4243356,4235401,7955,3351800,3324700,2100,25000,2016
14495,14496,4241,SC-00031,Bishopville,29010,LEE,SC,821020,821020,0,686400,686400,0,0,2016
14495,14496,4241,SC-00031,BLYTHEWOOD,29016,RICHLAND,SC,185414,151079,34335,0,0,0,0,2016
14495,14496,4241,SC-00031,BONNEAU,29431,BERKELEY,SC,159017,157127,1890,154000,154000,0,0,2016
14495,14496,4241,SC-00031,BOWMAN,29018,ORANGEBURG,SC,29107,29107,0,0,0,0,0,2016
14495,14496,4241,SC-00031,BRANCHVILLE,29432,ORANGEBURG,SC,16591,16591,0,0,0,0,0,2016
14495,14496,4241,SC-00031,CADES,29518,WILLIAMSBURG,SC,250764,191542,59222,129500,107600,21900,0,2016
14495,14496,4241,SC-00031,Cades,29518,WILLIAMSBURG,SC,52487,35635,16852,52500,35700,16800,0,2016
14495,14496,4241,SC-00031,CAMDEN,29020,KERSHAW,SC,684586,677531,7055,645300,643400,0,1900,2016
14495,14496,4241,SC-00031,Camden,29020,KERSHAW,SC,284824,284824,0,284900,284900,0,0,2016
14495,14496,4241,SC-00031,CAMERON,29030,CALHOUN,SC,46543,46543,0,46600,46600,0,0,2016
14495,14496,4241,SC-00031,CAMERON,29030,ORANGEBURG,SC,18000,18000,0,0,0,0,0,2016
14495,14496,4241,SC-00031,CAYCE,29033,LEXINGTON,SC,276129,274379,1750,180000,166600,0,13400,2016
14495,14496,4241,SC-00031,CHAPIN,29036,LEXINGTON,SC,47126,47126,0,0,0,0,0,2016
14495,14496,4241,SC-00031,Charleston,29456,BERKELEY,SC,47801,47801,0,0,0,0,0,2016
14495,14496,4241,SC-00031,CHARLESTON,29401,CHARLESTON,SC,267571,228470,39101,186100,161200,0,24900,2016
14495,14496,4241,SC-00031,CHARLESTON,29402,CHARLESTON,SC,231508,223108,8400,114900,99600,8400,6900,2016
14495,14496,4241,SC-00031,CHARLESTON,29403,CHARLESTON,SC,583816,529474,54342,202700,201200,1500,0,2016
14495,14496,4241,SC-00031,CHARLESTON,29405,CHARLESTON,SC,119451,119451,0,9600,9600,0,0,2016
14495,14496,4241,SC-00031,CHARLESTON,29406,CHARLESTON,SC,411458,384648,26810,0,0,0,0,2016
14495,14496,4241,SC-00031,CHARLESTON,29407,CHARLESTON,SC,937858,915108,22750,139600,48100,8000,83500,2016
14495,14496,4241,SC-00031,CHARLESTON,29412,CHARLESTON,SC,77873,44704,33169,4400,4400,0,0,2016
14495,14496,4241,SC-00031,CHARLESTON,29414,CHARLESTON,SC,159915,129019,30896,80600,13800,30800,36000,2016
14495,14496,4241,SC-00031,CHARLESTON,29417,CHARLESTON,SC,151025,89051,61974,110700,59800,50900,0,2016
14495,14496,4241,SC-00031,CHARLESTON,29492,CHARLESTON,SC,0,0,0,50000,0,0,50000,2016
14495,14496,4241,SC-00031,Charleston,29401,CHARLESTON,SC,322366,322366,0,322400,322400,0,0,2016
14495,14496,4241,SC-00031,Charleston,29403,CHARLESTON,SC,48925,48925,0,0,0,0,0,2016
14495,14496,4241,SC-00031,Charleston,29405,CHARLESTON,SC,632941,632941,0,0,0,0,0,2016
14495,14496,4241,SC-00031,Charleston,29407,CHARLESTON,SC,895565,895565,0,0,0,0,0,2016
14495,14496,4241,SC-00031,Charleston,29414,CHARLESTON,SC,179113,179113,0,0,0,0,0,2016
14495,14496,4241,SC-00031,Charleston,29415,CHARLESTON,SC,47801,47801,0,0,0,0,0,2016
14495,14496,4241,SC-00031,CHARLESTON,29414,DORCHESTER,SC,23264,23264,0,23300,23300,0,0,2016
14495,14496,4241,SC-00031,CHARLESTON,29420,DORCHESTER,SC,201897,201897,0,119300,119300,0,0,2016
14495,14496,4241,SC-00031,COLA,29210,RICHLAND,SC,21887,19187,2700,0,0,0,0,2016
14495,14496,4241,SC-00031,COLUMBIA,29210,LEXINGTON,SC,192115,183035,9080,25000,25000,0,0,2016
14495,14496,4241,SC-00031,COLUMBIA,29212,LEXINGTON,SC,213320,200320,13000,88300,71000,0,17300,2016
14495,14496,4241,SC-00031,COLUMBIA,29045,RICHLAND,SC,134628,92078,42550,134700,92100,42600,0,2016
14495,14496,4241,SC-00031,COLUMBIA,29201,RICHLAND,SC,2388008,2159499,228509,1189000,323300,170100,695600,2016
14495,14496,4241,SC-00031,COLUMBIA,29203,RICHLAND,SC,11629320,11203889,425431,5713600,4965500,248400,499700,2016
14495,14496,4241,SC-00031,COLUMBIA,29204,RICHLAND,SC,1717047,1333513,383534,625800,403700,43400,177700,2016
14495,14496,4241,SC-00031,COLUMBIA,29205,RICHLAND,SC,6450070,6046908,403162,2712400,2259700,307600,141100,2016
14495,14496,4241,SC-00031,COLUMBIA,29206,RICHLAND,SC,8576034,5332991,3243043,6245000,2907500,2500200,837300,2016
14495,14496,4241,SC-00031,COLUMBIA,29207,RICHLAND,SC,0,0,0,25000,0,0,25000,2016
14495,14496,4241,SC-00031,COLUMBIA,29209,RICHLAND,SC,2671967,2507896,164071,631600,581100,28600,21900,2016
14495,14496,4241,SC-00031,COLUMBIA,29210,RICHLAND,SC,1595728,1501903,93825,273500,237400,34900,1200,2016
14495,14496,4241,SC-00031,COLUMBIA,29212,RICHLAND,SC,54029,54029,0,54600,51900,0,2700,2016
14495,14496,4241,SC-00031,COLUMBIA,29223,RICHLAND,SC,4246862,3189370,1057492,2660700,1561500,787100,312100,2016
14495,14496,4241,SC-00031,COLUMBIA,29229,RICHLAND,SC,165367,164532,835,143500,118500,0,25000,2016
14495,14496,4241,SC-00031,CoLUMBIA,29201,RICHLAND,SC,14837,14837,0,0,0,0,0,2016
14495,14496,4241,SC-00031,Columbia,29201,RICHLAND,SC,282966,273006,9960,0,0,0,0,2016
14495,14496,4241,SC-00031,Columbia,29203,RICHLAND,SC,357043,345843,11200,362800,337900,9800,15100,2016
14495,14496,4241,SC-00031,Columbia,29204,RICHLAND,SC,37827,37827,0,37900,37900,0,0,2016
14495,14496,4241,SC-00031,Columbia,29205,RICHLAND,SC,13345240,13345240,0,4075200,4075200,0,0,2016
14495,14496,4241,SC-00031,Columbia,29209,RICHLAND,SC,65276,60666,4610,0,0,0,0,2016
14495,14496,4241,SC-00031,Columbia,29210,RICHLAND,SC,159452,125612,33840,0,0,0,0,2016
14495,14496,4241,SC-00031,Columbia,29223,RICHLAND,SC,758829,758829,0,496100,496100,0,0,2016
14495,14496,4241,SC-00031,COLUMBIA,29209,SUMTER,SC,37522,37522,0,2500,2500,0,0,2016
14495,14496,4241,SC-00031,CONWAY,29526,HORRY,SC,2120062,1825551,294511,1074500,738000,158300,178200,2016
14495,14496,4241,SC-00031,CONWAY,29527,HORRY,SC,883315,751835,131480,556200,100000,126200,330000,2016
14495,14496,4241,SC-00031,CORDOVA,29039,ORANGEBURG,SC,41881,41881,0,14800,14800,0,0,2016
14495,14496,4241,SC-00031,COTTAGEVILLE,29435,COLLETON,SC,19165,19165,0,0,0,0,0,2016
14495,14496,4241,SC-00031,COWARD,29530,FLORENCE,SC,39128,39128,0,0,0,0,0,2016
14495,14496,4241,SC-00031,CROSS,29436,BERKELEY,SC,5343,4543,800,0,0,0,0,2016
14495,14496,4241,SC-00031,CROSS,29436,CHARLESTON,SC,3510,0,3510,0,0,0,0,2016
14495,14496,4241,SC-00031,DALZELL,29040,SUMTER,SC,277453,266676,10777,191600,191600,0,0,2016
14495,14496,4241,SC-00031,DARLINGTON,29532,DARLINGTON,SC,861942,853886,8056,429000,424700,2800,1500,2016
14495,14496,4241,SC-00031,DARLINGTON,29540,DARLINGTON,SC,86888,86888,0,15600,15600,0,0,2016
14495,14496,4241,SC-00031,Darlington,29532,DARLINGTON,SC,23332,23332,0,19500,19500,0,0,2016
14495,14496,4241,SC-00031,DORCHESTER,29437,DORCHESTER,SC,0,0,0,114400,0,0,114400,2016
14495,14496,4241,SC-00031,EASTOVER,29044,RICHLAND,SC,594936,525075,69861,555300,374400,27600,153300,2016
14495,14496,4241,SC-00031,Eastover,29044,RICHLAND,SC,489186,475386,13800,0,0,0,0,2016
14495,14496,4241,SC-00031,EDISTO ISLAND,29438,CHARLESTON,SC,0,0,0,25000,0,0,25000,2016
14495,14496,4241,SC-00031,EDISTO ISLAND,29438,COLLETON,SC,9193,8493,700,9200,8500,700,0,2016
14495,14496,4241,SC-00031,EFFINGHAM,29541,FLORENCE,SC,987192,982717,4475,139200,139200,0,0,2016
14495,14496,4241,SC-00031,ELGIN,29045,KERSHAW,SC,52384,50484,1900,76200,50600,1900,23700,2016
14495,14496,4241,SC-00031,ELGIN,29045,RICHLAND,SC,584632,528870,55762,554900,503600,36600,14700,2016
14495,14496,4241,SC-00031,ELLOREE,29047,ORANGEBURG,SC,27579,19029,8550,25000,17000,8000,0,2016
14495,14496,4241,SC-00031,EUTAWVILLE,29048,ORANGEBURG,SC,103115,90079,13036,25600,19600,1200,4800,2016
14495,14496,4241,SC-00031,FLORENCE,29501,DARLINGTON,SC,74256,73932,324,8200,8200,0,0,2016
14495,14496,4241,SC-00031,FLORENCE,29501,FLORENCE,SC,660153,636793,23360,319900,295600,7200,17100,2016
14495,14496,4241,SC-00031,FLORENCE,29505,FLORENCE,SC,745414,501791,243623,322900,147500,175300,100,2016
14495,14496,4241,SC-00031,FLORENCE,29506,FLORENCE,SC,562591,541454,21137,227100,220200,2900,4000,2016
14495,14496,4241,SC-00031,Florence,29505,FLORENCE,SC,279318,279318,0,0,0,0,0,2016
14495,14496,4241,SC-00031,FOLLY BEACH,29439,CHARLESTON,SC,390148,385223,4925,30400,16200,3800,10400,2016
14495,14496,4241,SC-00031,GABLE,29051,CLARENDON,SC,875907,654523,221384,0,0,0,0,2016
14495,14496,4241,SC-00031,GADSDEN,29052,RICHLAND,SC,380647,369507,11140,336900,328000,7600,1300,2016
14495,14496,4241,SC-00031,Gadsden,29052,RICHLAND,SC,66138,66138,0,50700,50700,0,0,2016
14495,14496,4241,SC-00031,GADSEN,29052,RICHLAND,SC,244593,237693,6900,0,0,0,0,2016
14495,14496,4241,SC-00031,GALIVANTS FERRY,29544,HORRY,SC,113096,49956,63140,278100,50000,63100,165000,2016
14495,14496,4241,SC-00031,GEORGETOWN,29440,GEORGETOWN,SC,1838272,1383193,455079,438500,270600,80700,87200,2016
14495,14496,4241,SC-00031,GEORGETOWN,29442,GEORGETOWN,SC,117987,85867,32120,0,0,0,0,2016
14495,14496,4241,SC-00031,Georgetown,29440,GEORGETOWN,SC,318572,272612,45960,0,0,0,0,2016
14495,14496,4241,SC-00031,GEORGETOWN,29440,GREENVILLE,SC,30430,2065,28365,0,0,0,0,2016
14495,14496,4241,SC-00031,GILBERT,29054,LEXINGTON,SC,41543,34143,7400,40000,24200,7400,0,2016
14495,14496,4241,SC-00031,GOOSE CREEK,29445,BERKELEY,SC,1301002,1276452,24550,627200,608600,13000,5600,2016
14495,14496,4241,SC-00031,GOOSE CREEK,29445,CALHOUN,SC,8208,8208,0,0,0,0,0,2016
14495,14496,4241,SC-00031,GREELEYVILLE,29056,WILLIAMSBURG,SC,564426,497268,67158,430200,415500,4800,9900,2016
14495,14496,4241,SC-00031,Greeleyville,29056,WILLIAMSBURG,SC,95391,33823,61568,0,0,0,0,2016
14495,14496,4241,SC-00031,GREEN SEA,29545,HORRY,SC,45558,45558,0,0,0,0,0,2016
14495,14496,4241,SC-00031,GREENVILLE,29607,GREENVILLE,SC,9206,9206,0,0,0,0,0,2016
14495,14496,4241,SC-00031,GREENVILLE,29609,GREENVILLE,SC,42414,42414,0,0,0,0,0,2016
